Year,Component,Region,Age,Gender,Value
2017,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2018,com_6_civic,29_reg_Kharkiv,age_1_18_35,,4.4
2019,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2017,com_6_civic,29_reg_Kharkiv,age_2_36_60,,
2018,com_6_civic,29_reg_Kharkiv,age_2_36_60,,4.1
2019,com_6_civic,29_reg_Kharkiv,age_2_36_60,,
2017,com_6_civic,29_reg_Kharkiv,age_3_61,,
2018,com_6_civic,29_reg_Kharkiv,age_3_61,,2.1
2019,com_6_civic,29_reg_Kharkiv,age_3_61,,
2017,com_6_civic,29_reg_Kharkiv,,males,
2018,com_6_civic,29_reg_Kharkiv,,males,3.9
2019,com_6_civic,29_reg_Kharkiv,,males,
2017,com_6_civic,29_reg_Kharkiv,,females,
2018,com_6_civic,29_reg_Kharkiv,,females,3.6
2019,com_6_civic,29_reg_Kharkiv,,females,
2017,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2018,com_7_relations,14_reg_Donetsk,age_1_18_35,,0.9
2019,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2017,com_7_relations,14_reg_Donetsk,age_2_36_60,,
2018,com_7_relations,14_reg_Donetsk,age_2_36_60,,0.9
2019,com_7_relations,14_reg_Donetsk,age_2_36_60,,
2017,com_7_relations,14_reg_Donetsk,age_3_61,,
2018,com_7_relations,14_reg_Donetsk,age_3_61,,0.6
2019,com_7_relations,14_reg_Donetsk,age_3_61,,
2017,com_7_relations,14_reg_Donetsk,,males,
2018,com_7_relations,14_reg_Donetsk,,males,0.9
2019,com_7_relations,14_reg_Donetsk,,males,
2017,com_7_relations,14_reg_Donetsk,,females,
2018,com_7_relations,14_reg_Donetsk,,females,0.8
2019,com_7_relations,14_reg_Donetsk,,females,
2017,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2018,com_7_relations,21_reg_Luhansk,age_1_18_35,,0.8
2019,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2017,com_7_relations,21_reg_Luhansk,age_2_36_60,,
2018,com_7_relations,21_reg_Luhansk,age_2_36_60,,0.9
2019,com_7_relations,21_reg_Luhansk,age_2_36_60,,
2017,com_7_relations,21_reg_Luhansk,age_3_61,,
2018,com_7_relations,21_reg_Luhansk,age_3_61,,0.6
2019,com_7_relations,21_reg_Luhansk,age_3_61,,
2017,com_7_relations,21_reg_Luhansk,,males,
2018,com_7_relations,21_reg_Luhansk,,males,0.9
2019,com_7_relations,21_reg_Luhansk,,males,
2017,com_7_relations,21_reg_Luhansk,,females,
2018,com_7_relations,21_reg_Luhansk,,females,0.7
2019,com_7_relations,21_reg_Luhansk,,females,
2017,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,1.1
2019,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_7_relations,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_7_relations,13_reg_Dnipropetrovsk,age_2_36_60,,0.8
2019,com_7_relations,13_reg_Dnipropetrovsk,age_2_36_60,,
2017,com_7_relations,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_7_relations,13_reg_Dnipropetrovsk,age_3_61,,0.6
2019,com_7_relations,13_reg_Dnipropetrovsk,age_3_61,,
2017,com_7_relations,13_reg_Dnipropetrovsk,,males,
2018,com_7_relations,13_reg_Dnipropetrovsk,,males,0.9
2019,com_7_relations,13_reg_Dnipropetrovsk,,males,
2017,com_7_relations,13_reg_Dnipropetrovsk,,females,
2018,com_7_relations,13_reg_Dnipropetrovsk,,females,0.8
2019,com_7_relations,13_reg_Dnipropetrovsk,,females,
2017,com_7_relations,17_reg_Zaporizhya,age_1_18_35,,
2018,com_7_relations,17_reg_Zaporizhya,age_1_18_35,,1.4
2019,com_7_relations,17_reg_Zaporizhya,age_1_18_35,,
2017,com_7_relations,17_reg_Zaporizhya,age_2_36_60,,
2018,com_7_relations,17_reg_Zaporizhya,age_2_36_60,,1.3
2019,com_7_relations,17_reg_Zaporizhya,age_2_36_60,,
2017,com_7_relations,17_reg_Zaporizhya,age_3_61,,
2018,com_7_relations,17_reg_Zaporizhya,age_3_61,,0.7
2019,com_7_relations,17_reg_Zaporizhya,age_3_61,,
2017,com_7_relations,17_reg_Zaporizhya,,males,
2018,com_7_relations,17_reg_Zaporizhya,,males,1.2
2019,com_7_relations,17_reg_Zaporizhya,,males,
2017,com_7_relations,17_reg_Zaporizhya,,females,
2018,com_7_relations,17_reg_Zaporizhya,,females,1.1
2019,com_7_relations,17_reg_Zaporizhya,,females,
2017,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2018,com_7_relations,29_reg_Kharkiv,age_1_18_35,,1.5
2019,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2017,com_7_relations,29_reg_Kharkiv,age_2_36_60,,
2018,com_7_relations,29_reg_Kharkiv,age_2_36_60,,1.3
2019,com_7_relations,29_reg_Kharkiv,age_2_36_60,,
2017,com_7_relations,29_reg_Kharkiv,age_3_61,,
2018,com_7_relations,29_reg_Kharkiv,age_3_61,,0.8
2019,com_7_relations,29_reg_Kharkiv,age_3_61,,
2017,com_7_relations,29_reg_Kharkiv,,males,
2018,com_7_relations,29_reg_Kharkiv,,males,1.3
2019,com_7_relations,29_reg_Kharkiv,,males,
2017,com_7_relations,29_reg_Kharkiv,,females,
2018,com_7_relations,29_reg_Kharkiv,,females,1.2
2019,com_7_relations,29_reg_Kharkiv,,females,
2017,com_8_groups,14_reg_Donetsk,age_1_18_35,,
2018,com_8_groups,14_reg_Donetsk,age_1_18_35,,2.5
2019,com_8_groups,14_reg_Donetsk,age_1_18_35,,6.5
2017,com_8_groups,14_reg_Donetsk,age_2_36_60,,
2018,com_8_groups,14_reg_Donetsk,age_2_36_60,,2.4
2019,com_8_groups,14_reg_Donetsk,age_2_36_60,,6.4
2017,com_8_groups,14_reg_Donetsk,age_3_61,,
2018,com_8_groups,14_reg_Donetsk,age_3_61,,1.7
2019,com_8_groups,14_reg_Donetsk,age_3_61,,5.9
2017,com_8_groups,14_reg_Donetsk,,males,
2018,com_8_groups,14_reg_Donetsk,,males,2.4
2019,com_8_groups,14_reg_Donetsk,,males,6.5
2017,com_8_groups,14_reg_Donetsk,,females,
2018,com_8_groups,14_reg_Donetsk,,females,2.1
2019,com_8_groups,14_reg_Donetsk,,females,6.1
2017,com_8_groups,21_reg_Luhansk,age_1_18_35,,
2018,com_8_groups,21_reg_Luhansk,age_1_18_35,,2.9
2019,com_8_groups,21_reg_Luhansk,age_1_18_35,,6.0
2017,com_8_groups,21_reg_Luhansk,age_2_36_60,,
2018,com_8_groups,21_reg_Luhansk,age_2_36_60,,2.7
2019,com_8_groups,21_reg_Luhansk,age_2_36_60,,6.0
2017,com_8_groups,21_reg_Luhansk,age_3_61,,
2018,com_8_groups,21_reg_Luhansk,age_3_61,,2.1
2019,com_8_groups,21_reg_Luhansk,age_3_61,,5.1
2017,com_8_groups,21_reg_Luhansk,,males,
2018,com_8_groups,21_reg_Luhansk,,males,2.8
2019,com_8_groups,21_reg_Luhansk,,males,5.9
2017,com_8_groups,21_reg_Luhansk,,females,
2018,com_8_groups,21_reg_Luhansk,,females,2.4
2019,com_8_groups,21_reg_Luhansk,,females,5.6
2017,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,2.7
2019,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_8_groups,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_8_groups,13_reg_Dnipropetrovsk,age_2_36_60,,2.2
2019,com_8_groups,13_reg_Dnipropetrovsk,age_2_36_60,,
2017,com_8_groups,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_8_groups,13_reg_Dnipropetrovsk,age_3_61,,1.7
2019,com_8_groups,13_reg_Dnipropetrovsk,age_3_61,,
2017,com_8_groups,13_reg_Dnipropetrovsk,,males,
2018,com_8_groups,13_reg_Dnipropetrovsk,,males,2.5
2019,com_8_groups,13_reg_Dnipropetrovsk,,males,
2017,com_8_groups,13_reg_Dnipropetrovsk,,females,
2018,com_8_groups,13_reg_Dnipropetrovsk,,females,2.0
2019,com_8_groups,13_reg_Dnipropetrovsk,,females,
2017,com_8_groups,17_reg_Zaporizhya,age_1_18_35,,
2018,com_8_groups,17_reg_Zaporizhya,age_1_18_35,,2.9
2019,com_8_groups,17_reg_Zaporizhya,age_1_18_35,,
2017,com_8_groups,17_reg_Zaporizhya,age_2_36_60,,
2018,com_8_groups,17_reg_Zaporizhya,age_2_36_60,,2.9
2019,com_8_groups,17_reg_Zaporizhya,age_2_36_60,,
2017,com_8_groups,17_reg_Zaporizhya,age_3_61,,
2018,com_8_groups,17_reg_Zaporizhya,age_3_61,,2.3
2019,com_8_groups,17_reg_Zaporizhya,age_3_61,,
2017,com_8_groups,17_reg_Zaporizhya,,males,
2018,com_8_groups,17_reg_Zaporizhya,,males,3.0
2019,com_8_groups,17_reg_Zaporizhya,,males,
2017,com_8_groups,17_reg_Zaporizhya,,females,
2018,com_8_groups,17_reg_Zaporizhya,,females,2.5
2019,com_8_groups,17_reg_Zaporizhya,,females,
2017,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2018,com_8_groups,29_reg_Kharkiv,age_1_18_35,,2.9
2019,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2017,com_8_groups,29_reg_Kharkiv,age_2_36_60,,
2018,com_8_groups,29_reg_Kharkiv,age_2_36_60,,2.7
2019,com_8_groups,29_reg_Kharkiv,age_2_36_60,,
2017,com_8_groups,29_reg_Kharkiv,age_3_61,,
2018,com_8_groups,29_reg_Kharkiv,age_3_61,,2.0
2019,com_8_groups,29_reg_Kharkiv,age_3_61,,
2017,com_8_groups,29_reg_Kharkiv,,males,
2018,com_8_groups,29_reg_Kharkiv,,males,2.8
2019,com_8_groups,29_reg_Kharkiv,,males,
2017,com_8_groups,29_reg_Kharkiv,,females,
2018,com_8_groups,29_reg_Kharkiv,,females,2.5
2019,com_8_groups,29_reg_Kharkiv,,females,
2017,com_9_psy,14_reg_Donetsk,age_1_18_35,,
2018,com_9_psy,14_reg_Donetsk,age_1_18_35,,1.9
2019,com_9_psy,14_reg_Donetsk,age_1_18_35,,5.1
2017,com_9_psy,14_reg_Donetsk,age_2_36_60,,
2018,com_9_psy,14_reg_Donetsk,age_2_36_60,,1.9
2019,com_9_psy,14_reg_Donetsk,age_2_36_60,,4.8
2017,com_9_psy,14_reg_Donetsk,age_3_61,,
2018,com_9_psy,14_reg_Donetsk,age_3_61,,1.0
2019,com_9_psy,14_reg_Donetsk,age_3_61,,4.8
2017,com_9_psy,14_reg_Donetsk,,males,
2018,com_9_psy,14_reg_Donetsk,,males,2.5
2019,com_9_psy,14_reg_Donetsk,,males,5.2
2017,com_9_psy,14_reg_Donetsk,,females,
2018,com_9_psy,14_reg_Donetsk,,females,0.9
2019,com_9_psy,14_reg_Donetsk,,females,4.6
2017,com_9_psy,21_reg_Luhansk,age_1_18_35,,
2018,com_9_psy,21_reg_Luhansk,age_1_18_35,,2.2
2019,com_9_psy,21_reg_Luhansk,age_1_18_35,,4.7
2017,com_9_psy,21_reg_Luhansk,age_2_36_60,,
2018,com_9_psy,21_reg_Luhansk,age_2_36_60,,1.7
2019,com_9_psy,21_reg_Luhansk,age_2_36_60,,4.6
2017,com_9_psy,21_reg_Luhansk,age_3_61,,
2018,com_9_psy,21_reg_Luhansk,age_3_61,,1.0
2019,com_9_psy,21_reg_Luhansk,age_3_61,,4.4
2017,com_9_psy,21_reg_Luhansk,,males,
2018,com_9_psy,21_reg_Luhansk,,males,2.4
2019,com_9_psy,21_reg_Luhansk,,males,5.0
2017,com_9_psy,21_reg_Luhansk,,females,
2018,com_9_psy,21_reg_Luhansk,,females,1.0
2019,com_9_psy,21_reg_Luhansk,,females,4.3
2017,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,2.1
2019,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60,,2.0
2019,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60,,
2017,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,1.4
2019,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2017,com_9_psy,13_reg_Dnipropetrovsk,,males,
2018,com_9_psy,13_reg_Dnipropetrovsk,,males,2.5
2019,com_9_psy,13_reg_Dnipropetrovsk,,males,
2017,com_9_psy,13_reg_Dnipropetrovsk,,females,
2018,com_9_psy,13_reg_Dnipropetrovsk,,females,1.4
2019,com_9_psy,13_reg_Dnipropetrovsk,,females,
2017,com_9_psy,17_reg_Zaporizhya,age_1_18_35,,
2018,com_9_psy,17_reg_Zaporizhya,age_1_18_35,,2.5
2019,com_9_psy,17_reg_Zaporizhya,age_1_18_35,,
2017,com_9_psy,17_reg_Zaporizhya,age_2_36_60,,
2018,com_9_psy,17_reg_Zaporizhya,age_2_36_60,,2.2
2019,com_9_psy,17_reg_Zaporizhya,age_2_36_60,,
2017,com_9_psy,17_reg_Zaporizhya,age_3_61,,
2018,com_9_psy,17_reg_Zaporizhya,age_3_61,,1.1
2019,com_9_psy,17_reg_Zaporizhya,age_3_61,,
2017,com_9_psy,17_reg_Zaporizhya,,males,
2018,com_9_psy,17_reg_Zaporizhya,,males,2.9
2019,com_9_psy,17_reg_Zaporizhya,,males,
2017,com_9_psy,17_reg_Zaporizhya,,females,
2018,com_9_psy,17_reg_Zaporizhya,,females,1.2
2019,com_9_psy,17_reg_Zaporizhya,,females,
2017,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2018,com_9_psy,29_reg_Kharkiv,age_1_18_35,,2.3
2019,com_9_psy,29_reg_Kharkiv,age_1_18_35,,
2017,com_9_psy,29_reg_Kharkiv,age_2_36_60,,
2018,com_9_psy,29_reg_Kharkiv,age_2_36_60,,1.9
2019,com_9_psy,29_reg_Kharkiv,age_2_36_60,,
2017,com_9_psy,29_reg_Kharkiv,age_3_61,,
2018,com_9_psy,29_reg_Kharkiv,age_3_61,,1.0
2019,com_9_psy,29_reg_Kharkiv,age_3_61,,
2017,com_9_psy,29_reg_Kharkiv,,males,
2018,com_9_psy,29_reg_Kharkiv,,males,2.5
2019,com_9_psy,29_reg_Kharkiv,,males,
2017,com_9_psy,29_reg_Kharkiv,,females,
2018,com_9_psy,29_reg_Kharkiv,,females,1.2
2019,com_9_psy,29_reg_Kharkiv,,females,
2017,com_10_active,14_reg_Donetsk,age_1_18_35,,
2018,com_10_active,14_reg_Donetsk,age_1_18_35,,2.0
2019,com_10_active,14_reg_Donetsk,age_1_18_35,,4.9
2017,com_10_active,14_reg_Donetsk,age_2_36_60,,
2018,com_10_active,14_reg_Donetsk,age_2_36_60,,2.3
2019,com_10_active,14_reg_Donetsk,age_2_36_60,,4.0
2017,com_10_active,14_reg_Donetsk,age_3_61,,
2018,com_10_active,14_reg_Donetsk,age_3_61,,2.3
2019,com_10_active,14_reg_Donetsk,age_3_61,,2.3
2017,com_10_active,14_reg_Donetsk,,males,
2018,com_10_active,14_reg_Donetsk,,males,2.0
2019,com_10_active,14_reg_Donetsk,,males,4.3
2017,com_10_active,14_reg_Donetsk,,females,
2018,com_10_active,14_reg_Donetsk,,females,2.4
2019,com_10_active,14_reg_Donetsk,,females,3.2
2017,com_10_active,21_reg_Luhansk,age_1_18_35,,
2018,com_10_active,21_reg_Luhansk,age_1_18_35,,1.9
2019,com_10_active,21_reg_Luhansk,age_1_18_35,,5.8
2017,com_10_active,21_reg_Luhansk,age_2_36_60,,
2018,com_10_active,21_reg_Luhansk,age_2_36_60,,2.5
2019,com_10_active,21_reg_Luhansk,age_2_36_60,,5.0
2017,com_10_active,21_reg_Luhansk,age_3_61,,
2018,com_10_active,21_reg_Luhansk,age_3_61,,2.2
2019,com_10_active,21_reg_Luhansk,age_3_61,,3.0
2017,com_10_active,21_reg_Luhansk,,males,
2018,com_10_active,21_reg_Luhansk,,males,2.1
2019,com_10_active,21_reg_Luhansk,,males,5.4
2017,com_10_active,21_reg_Luhansk,,females,
2018,com_10_active,21_reg_Luhansk,,females,2.4
2019,com_10_active,21_reg_Luhansk,,females,3.9
2017,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,2.2
2019,com_10_active,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_10_active,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_10_active,13_reg_Dnipropetrovsk,age_2_36_60,,2.8
2019,com_10_active,13_reg_Dnipropetrovsk,age_2_36_60,,
2017,com_10_active,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_10_active,13_reg_Dnipropetrovsk,age_3_61,,3.1
2019,com_10_active,13_reg_Dnipropetrovsk,age_3_61,,
2017,com_10_active,13_reg_Dnipropetrovsk,,males,
2018,com_10_active,13_reg_Dnipropetrovsk,,males,2.5
2019,com_10_active,13_reg_Dnipropetrovsk,,males,
2017,com_10_active,13_reg_Dnipropetrovsk,,females,
2018,com_10_active,13_reg_Dnipropetrovsk,,females,2.8
2019,com_10_active,13_reg_Dnipropetrovsk,,females,
2017,com_10_active,17_reg_Zaporizhya,age_1_18_35,,
2018,com_10_active,17_reg_Zaporizhya,age_1_18_35,,2.2
2019,com_10_active,17_reg_Zaporizhya,age_1_18_35,,
2017,com_10_active,17_reg_Zaporizhya,age_2_36_60,,
2018,com_10_active,17_reg_Zaporizhya,age_2_36_60,,2.8
2019,com_10_active,17_reg_Zaporizhya,age_2_36_60,,
2017,com_10_active,17_reg_Zaporizhya,age_3_61,,
2018,com_10_active,17_reg_Zaporizhya,age_3_61,,2.6
2019,com_10_active,17_reg_Zaporizhya,age_3_61,,
2017,com_10_active,17_reg_Zaporizhya,,males,
2018,com_10_active,17_reg_Zaporizhya,,males,2.3
2019,com_10_active,17_reg_Zaporizhya,,males,
2017,com_10_active,17_reg_Zaporizhya,,females,
2018,com_10_active,17_reg_Zaporizhya,,females,2.7
2019,com_10_active,17_reg_Zaporizhya,,females,
2017,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2018,com_10_active,29_reg_Kharkiv,age_1_18_35,,1.9
2019,com_10_active,29_reg_Kharkiv,age_1_18_35,,
2017,com_10_active,29_reg_Kharkiv,age_2_36_60,,
2018,com_10_active,29_reg_Kharkiv,age_2_36_60,,2.3
2019,com_10_active,29_reg_Kharkiv,age_2_36_60,,
2017,com_10_active,29_reg_Kharkiv,age_3_61,,
2018,com_10_active,29_reg_Kharkiv,age_3_61,,2.6
2019,com_10_active,29_reg_Kharkiv,age_3_61,,
2017,com_10_active,29_reg_Kharkiv,,males,
2018,com_10_active,29_reg_Kharkiv,,males,2.1
2019,com_10_active,29_reg_Kharkiv,,males,
2017,com_10_active,29_reg_Kharkiv,,females,
2018,com_10_active,29_reg_Kharkiv,,females,2.4
2019,com_10_active,29_reg_Kharkiv,,females,
2017,com_11_migrate,14_reg_Donetsk,age_1_18_35,,
2018,com_11_migrate,14_reg_Donetsk,age_1_18_35,,
2019,com_11_migrate,14_reg_Donetsk,age_1_18_35,,5.2
2017,com_11_migrate,14_reg_Donetsk,age_2_36_60,,
2018,com_11_migrate,14_reg_Donetsk,age_2_36_60,,
2019,com_11_migrate,14_reg_Donetsk,age_2_36_60,,3.9
2017,com_11_migrate,14_reg_Donetsk,age_3_61,,
2018,com_11_migrate,14_reg_Donetsk,age_3_61,,
2019,com_11_migrate,14_reg_Donetsk,age_3_61,,2.3
2017,com_11_migrate,14_reg_Donetsk,,males,
2018,com_11_migrate,14_reg_Donetsk,,males,
2019,com_11_migrate,14_reg_Donetsk,,males,3.9
2017,com_11_migrate,14_reg_Donetsk,,females,
2018,com_11_migrate,14_reg_Donetsk,,females,
2019,com_11_migrate,14_reg_Donetsk,,females,3.6
2017,com_11_migrate,21_reg_Luhansk,age_1_18_35,,
2018,com_11_migrate,21_reg_Luhansk,age_1_18_35,,
2019,com_11_migrate,21_reg_Luhansk,age_1_18_35,,6.2
2017,com_11_migrate,21_reg_Luhansk,age_2_36_60,,
2018,com_11_migrate,21_reg_Luhansk,age_2_36_60,,
2019,com_11_migrate,21_reg_Luhansk,age_2_36_60,,4.4
2017,com_11_migrate,21_reg_Luhansk,age_3_61,,
2018,com_11_migrate,21_reg_Luhansk,age_3_61,,
2019,com_11_migrate,21_reg_Luhansk,age_3_61,,1.7
2017,com_11_migrate,21_reg_Luhansk,,males,
2018,com_11_migrate,21_reg_Luhansk,,males,
2019,com_11_migrate,21_reg_Luhansk,,males,4.4
2017,com_11_migrate,21_reg_Luhansk,,females,
2018,com_11_migrate,21_reg_Luhansk,,females,
2019,com_11_migrate,21_reg_Luhansk,,females,3.7
2017,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2019,com_11_migrate,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_11_migrate,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_11_migrate,13_reg_Dnipropetrovsk,age_2_36_60,,
2019,com_11_migrate,13_reg_Dnipropetrovsk,age_2_36_60,,
2017,com_11_migrate,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_11_migrate,13_reg_Dnipropetrovsk,age_3_61,,
2019,com_11_migrate,13_reg_Dnipropetrovsk,age_3_61,,
2017,com_11_migrate,13_reg_Dnipropetrovsk,,males,
2018,com_11_migrate,13_reg_Dnipropetrovsk,,males,
2019,com_11_migrate,13_reg_Dnipropetrovsk,,males,
2017,com_11_migrate,13_reg_Dnipropetrovsk,,females,
2018,com_11_migrate,13_reg_Dnipropetrovsk,,females,
2019,com_11_migrate,13_reg_Dnipropetrovsk,,females,
2017,com_11_migrate,17_reg_Zaporizhya,age_1_18_35,,
2018,com_11_migrate,17_reg_Zaporizhya,age_1_18_35,,
2019,com_11_migrate,17_reg_Zaporizhya,age_1_18_35,,
2017,com_11_migrate,17_reg_Zaporizhya,age_2_36_60,,
2018,com_11_migrate,17_reg_Zaporizhya,age_2_36_60,,
2019,com_11_migrate,17_reg_Zaporizhya,age_2_36_60,,
2017,com_11_migrate,17_reg_Zaporizhya,age_3_61,,
2018,com_11_migrate,17_reg_Zaporizhya,age_3_61,,
2019,com_11_migrate,17_reg_Zaporizhya,age_3_61,,
2017,com_11_migrate,17_reg_Zaporizhya,,males,
2018,com_11_migrate,17_reg_Zaporizhya,,males,
2019,com_11_migrate,17_reg_Zaporizhya,,males,
2017,com_11_migrate,17_reg_Zaporizhya,,females,
2018,com_11_migrate,17_reg_Zaporizhya,,females,
2019,com_11_migrate,17_reg_Zaporizhya,,females,
2017,com_11_migrate,29_reg_Kharkiv,age_1_18_35,,
2018,com_11_migrate,29_reg_Kharkiv,age_1_18_35,,
2019,com_11_migrate,29_reg_Kharkiv,age_1_18_35,,
2017,com_11_migrate,29_reg_Kharkiv,age_2_36_60,,
2018,com_11_migrate,29_reg_Kharkiv,age_2_36_60,,
2019,com_11_migrate,29_reg_Kharkiv,age_2_36_60,,
2017,com_11_migrate,29_reg_Kharkiv,age_3_61,,
2018,com_11_migrate,29_reg_Kharkiv,age_3_61,,
2019,com_11_migrate,29_reg_Kharkiv,age_3_61,,
2017,com_11_migrate,29_reg_Kharkiv,,males,
2018,com_11_migrate,29_reg_Kharkiv,,males,
2019,com_11_migrate,29_reg_Kharkiv,,males,
2017,com_11_migrate,29_reg_Kharkiv,,females,
2018,com_11_migrate,29_reg_Kharkiv,,females,
2019,com_11_migrate,29_reg_Kharkiv,,females,
2017,com_12_cooperation,14_reg_Donetsk,age_1_18_35,,
2018,com_12_cooperation,14_reg_Donetsk,age_1_18_35,,
2019,com_12_cooperation,14_reg_Donetsk,age_1_18_35,,4.7
2017,com_12_cooperation,14_reg_Donetsk,age_2_36_60,,
2018,com_12_cooperation,14_reg_Donetsk,age_2_36_60,,
2019,com_12_cooperation,14_reg_Donetsk,age_2_36_60,,5.2
2017,com_12_cooperation,14_reg_Donetsk,age_3_61,,
2018,com_12_cooperation,14_reg_Donetsk,age_3_61,,
2019,com_12_cooperation,14_reg_Donetsk,age_3_61,,5.9
2017,com_12_cooperation,14_reg_Donetsk,,males,
2018,com_12_cooperation,14_reg_Donetsk,,males,
2019,com_12_cooperation,14_reg_Donetsk,,males,5.0
2017,com_12_cooperation,14_reg_Donetsk,,females,
2018,com_12_cooperation,14_reg_Donetsk,,females,
2019,com_12_cooperation,14_reg_Donetsk,,females,5.5
2017,com_12_cooperation,21_reg_Luhansk,age_1_18_35,,
2018,com_12_cooperation,21_reg_Luhansk,age_1_18_35,,
2019,com_12_cooperation,21_reg_Luhansk,age_1_18_35,,4.9
2017,com_12_cooperation,21_reg_Luhansk,age_2_36_60,,
2018,com_12_cooperation,21_reg_Luhansk,age_2_36_60,,
2019,com_12_cooperation,21_reg_Luhansk,age_2_36_60,,5.4
2017,com_12_cooperation,21_reg_Luhansk,age_3_61,,
2018,com_12_cooperation,21_reg_Luhansk,age_3_61,,
2019,com_12_cooperation,21_reg_Luhansk,age_3_61,,5.9
2017,com_12_cooperation,21_reg_Luhansk,,males,
2018,com_12_cooperation,21_reg_Luhansk,,males,
2019,com_12_cooperation,21_reg_Luhansk,,males,5.1
2017,com_12_cooperation,21_reg_Luhansk,,females,
2018,com_12_cooperation,21_reg_Luhansk,,females,
2019,com_12_cooperation,21_reg_Luhansk,,females,5.7
2017,com_12_cooperation,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_12_cooperation,13_reg_Dnipropetrovsk,age_1_18_35,,
2019,com_12_cooperation,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_12_cooperation,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_12_cooperation,13_reg_Dnipropetrovsk,age_2_36_60,,
2019,com_12_cooperation,13_reg_Dnipropetrovsk,age_2_36_60,,
2017,com_12_cooperation,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_12_cooperation,13_reg_Dnipropetrovsk,age_3_61,,
2019,com_12_cooperation,13_reg_Dnipropetrovsk,age_3_61,,
2017,com_12_cooperation,13_reg_Dnipropetrovsk,,males,
2018,com_12_cooperation,13_reg_Dnipropetrovsk,,males,
2019,com_12_cooperation,13_reg_Dnipropetrovsk,,males,
2017,com_12_cooperation,13_reg_Dnipropetrovsk,,females,
2018,com_12_cooperation,13_reg_Dnipropetrovsk,,females,
2019,com_12_cooperation,13_reg_Dnipropetrovsk,,females,
2017,com_12_cooperation,17_reg_Zaporizhya,age_1_18_35,,
2018,com_12_cooperation,17_reg_Zaporizhya,age_1_18_35,,
2019,com_12_cooperation,17_reg_Zaporizhya,age_1_18_35,,
2017,com_12_cooperation,17_reg_Zaporizhya,age_2_36_60,,
2018,com_12_cooperation,17_reg_Zaporizhya,age_2_36_60,,
2019,com_12_cooperation,17_reg_Zaporizhya,age_2_36_60,,
2017,com_12_cooperation,17_reg_Zaporizhya,age_3_61,,
2018,com_12_cooperation,17_reg_Zaporizhya,age_3_61,,
2019,com_12_cooperation,17_reg_Zaporizhya,age_3_61,,
2017,com_12_cooperation,17_reg_Zaporizhya,,males,
2018,com_12_cooperation,17_reg_Zaporizhya,,males,
2019,com_12_cooperation,17_reg_Zaporizhya,,males,
2017,com_12_cooperation,17_reg_Zaporizhya,,females,
2018,com_12_cooperation,17_reg_Zaporizhya,,females,
